   1		      2
   1		      4
   3		      6
   5		      8
  10		     11
  12		     14
  12		     17
  14		     21
  17		     25
  18		     29
  19		     33
  19		     37
  29		     44
  30		     51
  30		     58
  34		     66
  37		     74
  37		     82
  38		     90
  38		     98
  38		    106
  39		    114
  42		    122
  44		    130
  48		    138
  49		    146
  50		    156
  52		    166
  53		    176
  53		    186
  56		    196
  57		    206
  58		    216
  60		    227
  62		    238
  63		    249
  66		    260
  67		    271
  69		    282
  70		    293
  72		    305
  73		    318
  74		    331
  75		    344
  76		    357
  77		    370
  77		    383
  78		    396
  81		    409
  83		    423
  84		    437
  85		    452
  86		    467
  87		    482
  90		    497
  93		    513
  94		    529
  94		    545
  94		    561
  96		    577
  96		    593
 107		    611
 108		    629
 109		    647
 110		    665
 113		    683
 114		    701
 114		    719
 115		    737
 116		    755
 116		    773
 116		    791
 117		    809
 118		    827
 118		    845
 120		    863
 122		    881
 123		    899
 124		    917
 124		    935
 127		    955
 127		    975
 128		    996
 129		   1017
 131		   1038
 131		   1059
 136		   1080
 139		   1101
 140		   1122
 142		   1143
 149		   1164
 150		   1185
 150		   1206
 151		   1227
 152		   1248
 158		   1270
 159		   1292
 160		   1314
 161		   1336
 164		   1359
 168		   1382
 168		   1405
 168		   1428
 168		   1451
 172		   1474
 172		   1497
 176		   1520
 177		   1543
 177		   1566
 178		   1589
 181		   1613
 182		   1638
 183		   1663
 186		   1688
 186		   1713
 186		   1738
 187		   1763
 192		   1788
 192		   1813
 194		   1838
 196		   1863
 202		   1889
 207		   1915
 210		   1941
 212		   1967
 212		   1993
 215		   2019
 216		   2045
 224		   2071
 231		   2098
 237		   2126
 239		   2155
 242		   2184
 244		   2213
 250		   2242
 250		   2271
 254		   2302
 254		   2333
 255		   2364
 256		   2395
 257		   2426
 258		   2457
 259		   2488
 259		   2519
 260		   2550
 260		   2581
 261		   2612
 262		   2643
 263		   2675
 268		   2707
 270		   2740
 272		   2774
 272		   2808
 272		   2842
 276		   2876
 279		   2910
 279		   2944
 282		   2979
 285		   3014
 286		   3049
 287		   3084
 290		   3120
 290		   3156
 292		   3192
 296		   3229
 296		   3266
 296		   3303
 297		   3340
 300		   3378
 303		   3416
 304		   3454
 304		   3492
 304		   3530
 305		   3568
 306		   3606
 310		   3645
 310		   3684
 310		   3723
 313		   3762
 319		   3801
 322		   3840
 323		   3879
 323		   3918
 323		   3957
 326		   3996
 330		   4035
 334		   4074
 335		   4113
 336		   4152
 339		   4193
 347		   4235
 349		   4278
 350		   4321
 352		   4364
 352		   4407
 352		   4450
 353		   4493
 353		   4536
 353		   4579
 356		   4622
 360		   4667
 361		   4713
 370		   4761
 371		   4809
 374		   4857
 376		   4905
 380		   4955
 381		   5005
 385		   5055
 386		   5105
 387		   5155
 391		   5205
 392		   5255
 392		   5305
 396		   5355
 396		   5405
 399		   5455
 399		   5505
 401		   5555
 403		   5605
 404		   5655
 411		   5705
 417		   5756
 418		   5808
 424		   5860
 430		   5913
 431		   5966
 435		   6019
 435		   6072
 435		   6125
 436		   6178
 437		   6231
 440		   6284
 440		   6337
 448		   6391
 450		   6445
 456		   6499
 457		   6553
 460		   6607
 461		   6662
 462		   6717
 468		   6772
 469		   6827
 470		   6882
 471		   6937
 474		   6992
 487		   7049
 488		   7106
 491		   7163
 492		   7220
 494		   7279
 495		   7338
 496		   7397
 498		   7456
 504		   7516
 510		   7577
 512		   7638
 512		   7699
 512		   7760
 512		   7821
 513		   7882
 514		   7943
 516		   8004
 519		   8065
 523		   8126
 524		   8187
 525		   8249
 526		   8311
 528		   8373
 528		   8435
 529		   8498
 530		   8561
 530		   8624
 532		   8687
 533		   8750
 538		   8814
 539		   8878
 540		   8942
 541		   9007
 546		   9074
 549		   9141
 550		   9208
 553		   9276
 555		   9344
